,correlation,rmsd
0.1,-0.16562822068293026,226.16614553837584
0.2,-0.06630700678835322,222.5312600234792
0.30000000000000004,0.009445082431274534,231.20315926677964
0.4,0.0598214927213927,232.6856480854582
0.5,0.14923291339630892,222.11763977262956
0.6,0.16183003516665775,233.82841047731836
0.7000000000000001,0.146763168918057,245.2387723553692
0.8,0.17899721054070464,244.29971766524872
0.9,0.2162503747106626,251.10276219932425
1.0,0.25562160258388916,252.02404022599504
2.0,0.40839916225170264,263.62058272164626
3.0,0.495749679816876,270.80244002142445
4.0,0.533901559599232,268.8780536123091
5.0,0.5890819688279033,281.9043766450523
6.0,0.6225676790909518,279.0111826244742
7.0,0.6731445636447471,284.1199535465643
8.0,0.6648724870738812,297.6755131180488
9.0,0.6807054206762742,305.23752010220323
10.0,0.7087248701866986,309.8216998412683
11.0,0.7151901830265502,308.73118236001665
12.0,0.7296102452189582,306.1231088575934
13.0,0.7480975470194985,307.9251678509634
14.0,0.7528010019891608,319.1491033519092
15.0,0.7551871483883911,329.7633482027121
16.0,0.7719962840062901,322.17332073520674
17.0,0.7852060389145136,333.6644883836782
18.0,0.7964731794240901,326.71057730748805
19.0,0.8050919032305823,342.31874642986713
20.0,0.80656473807079,336.9532739128116
